Codigo;Codigo_barras;Nome;Preco_regular;Promocao;Data_termino;Promocao;Estoque;Ativo
11902;7,89865E+12;ACQUISSIMA Passion Natural 1,5L Com Gás;85,71962946;2,99;31/dez/22;148;False
12902;;ALIM PASSARO FORTE 500g PAPAGAIO;14,96188176;8,9;31/dez/22;447;False
604;604;Abacate Avocado Kg;52,66207448;0;31/out/22;751;False
59;;Abacate Kg;49,01210858;4,95;31-FEV-21;66;True
10066;7,89891E+12;Abacaxi Em Calda Sabor E Artes;85,80970033;7,9;22/mai/23;511;False
13176;;Abacaxi Em Calda Tozzi 830G;26,92402848;9,9;10/jan/21;834;False
60;;Abacaxi Un;46,59837754;;;917;False
5;;Abobora Cabotian Kg;11,30960422;;;772;False
431;;Abobora Cabotian Picada Kg;68,02767884;;;69;False
311;;Abobora Moranga Kg;16,83665956;;;368;False
6;;Abobora Paulista Kg;10,85957819;;;289;False
219;;Abobora Seca Kg;0,148730532;;;229;False
361;;Abobrinha Brasileira Kg;23,91225013;;;137;False
7;;Abobrinha Italiana Kg;0,85120322;;;565;False
432;;Abobrinha Italiana Picada Kg;15,55408535;;;246;False
15133;7,89967E+12;Above Aerosol Women Soft Creme 150ml;27,6690825;;;517;False
13177;;Abraçadeira Rosca 3/4 C/2;10,26694424;;;274;False
13178;13178;Abracadeira Rosca Sem Fim 2Un;0,478972865;;;751;False
15764;7,89677E+12;Abridor De Lata C/Furador Use Util;78,28215424;;;199;False
12822;;Abridor De Lata Catuai 1Un;50,93252434;;;948;False
12823;7,89677E+12;Abridor De Lata Use Util;42,85211203;;;461;False
13365;;Abs Always Noites Tranq 8Un;4,348338904;;;605;False
9524;;Abs Carefree 15Un Sem Fragancia;0,472586994;;;840;False
9526;;Abs Carefree Protetor 15Un Orig;28,93451215;;;526;False
9527;;Abs Carefree Protetor Brisa 15Un;30,81958435;;;951;False
9499;;Abs Interno Intimus 8Un Medio;82,66318874;;;152;False
9500;;Abs Interno Intimus 8Un Mini;5,445561667;;;702;False
9501;;Abs Interno Intimus 8Un Super;46,78912606;;;58;False
9476;;Abs Intimus Gel 16Un C/Abas Seco;3,802049721;;;186;False
9474;;Abs Intimus Gel 16Un C/Abas Suave;23,29457218;;;587;False
9477;;Abs Intimus Gel Nor C/ Abas 8Un Suave;64,04821707;;;945;False
9478;9478;Abs Intimus Gel Normal 8Un C Abas Seca;34,44218643;;;776;False
9520;;Abs Intimus Not C/Abas 8Un;37,7549184;;;865;False
9521;;Abs Intimus Not C/Abas 8Un Seca;17,19049492;;;373;False
9503;;Abs Intimus Tripla Acao 8Un S/ Abas;46,33691634;;;692;False
9506;;Abs Ob Lev 10 Pag 8;24,46107131;;;969;False
9510;;Abs Ob Super 10Un;7,187456819;;;726;False
9511;;Abs Sempre Livre 8Un S/ Abas Suave;36,68713411;;;66;False
9487;;Abs Sempre Livre Especial L16 P14 C/ Aba;63,30844514;;;150;False
9489;;Abs Sempre Livre Especial Sv C/ Abas;6,45825309;;;293;False
9488;;Abs Sempre Livre Noturno 8Un Com Abas;22,29524704;;;486;False
9490;;Abs Sempre Livre Tri Protect 8Un Com Aba;8,173935093;;;955;False
9513;;Abs Sempre Livre Tri Protect 8Un S/ Abas;52,2090283;;;802;False
9514;;Abs Sym Sv S/ Abas 8Un;57,32080498;;;92;False
9509;7,89101E+12;Absorvente Interno ProComfort O.B. Mini Caixa 8 Unidades;7,696198691;;;742;False
9536;;Absorvente Wil Babys C/12Un P/Seios;54,31712641;;;877;False
15071;7,89601E+12;Absorvente com Abas Extra Suave Dia & Noite Ultrafino Intimus Pacote 14 Unidades;55,3425504;;;252;False
11566;7,89601E+12;Absorvente com Abas Extra Suave Intimus Tripla Proteção Pacote Leve 9 Pague 8 Unidades;14,06531397;;;942;False
13486;7,89606E+12;Absorvente com Abas Naturalmente Gel Mais Pacote Leve 8 Pague 7 Unidades;32,85847127;;;941;False
10479;7,59E+12;Absorvente com Abas Noturno Ultrafino Seca Always Pacote 8 Unidades;59,53287733;;;809;False
14722;7,89101E+12;Absorvente com Abas SEMPRE LIVRE Suave Maxi Noturno com 16 Unidades;25,46146443;;;101;False
13501;7,50634E+12;Absorvente com Abas Seca Always Noites Tranquilas Pacote Leve 8 Pague 7 Unidades;7,169832492;;;733;False
12683;7,50107E+12;Absorvente com Abas Seca Maxi Proteção Always Pacote 8 Unidades;13,68573559;;;81;False
14723;7,89101E+12;Absorvente com Abas Seca Sempre Livre Adapt Plus Pacote 32 Unidades Leve Mais Pague Menos;19,66972859;;;266;False
13264;7,50044E+12;Absorvente com Abas Seca Super Proteção Always Pacote 16 Unidades  Leve Mais Pague Menos;38,6893107;;;422;False
12260;7,50044E+12;Absorvente com Abas Seca Super Proteção Always Pacote 8 Unidades;10,14246277;;;262;False
12627;7,50044E+12;Absorvente com Abas Suave Super Proteção Always Pacote 8 Unidades;7,187637603;;;205;False
11411;7,89101E+12;Absorvente para Seios Johnson's Caixa 24 Unidades;0,12752533;;;810;False
9496;7,50044E+12;Absorvente sem Abas Dia Seca Always Super Proteção Pacote 8 Unidades;3,36097914;;;374;False
11945;7,501E+12;Absorvente sem Abas Suave Super Proteção Always Pacote 8 Unidades;9,045011062;;;598;False
5360;;Acafrao Cordeiro 20G;11,70918347;;;929;False
14338;7,89894E+12;Açafrao Semeador 30G;1,53568497;;;329;False
11242;11242;Acai Ener-Gy 180G Guarana;0,16533903;;;323;False
11243;;Acai Saint Luiger 180G Banana;6,683257148;;;283;False
11238;;Acai Saint Luiger 1Kg Com Banana;3,178677338;;;986;False
11239;;Acai Saint Luiger 2Lt Banana;43,43474458;;;616;False
11240;;Acai Saint Luiger 2Lt Guarana;12,52815239;;;668;False
11416;7,89676E+12;Acai Saint Luiger 2Lt Morango;1,584748631;;;13;False
11241;;Acai Saint Luiger Guarana 1Kg;1,697139751;;;78;False
77;7,89896E+12;Acelga Un;45,30780327;;;190;False
8;;Acem Bovino Kg;1,503413896;;;735;False
12656;7,8997E+12;Acendedor Automatico Catuai;74,99262454;;;54;False
15273;7,89601E+12;Acendedor Fiat Lux Churrasco com 5 unidades;30,23458838;;;482;False
524;;Acerola Kg;18,18345109;;;844;False
9306;;Acetona Beira Alta 450Ml;0;;;617;False
9309;7,8969E+12;Acetona Popy Max Blue 80Ml;67,56417867;;;718;False
9313;;Acetona Zulu 90Ml Seduction;11,12874791;;;362;False
6987;;Achoc Da Barra 400G;30,67800226;;;311;False
6990;;Achoc Em Po Muky 400G Morango;1,853078657;;;948;False
6629;;Achoc Italac 400G Morango;51,45185783;;;73;False
11541;;Achoc Leco 1L Chocolate Tp;4,823608756;;;436;False
6993;;Achoc Nescau 2.0 200G;13,26235154;;;69;False
6992;;Achoc Nescau 2.0 400G;42,21604235;;;142;False
6994;;Achoc Nescau 2.0 800G;41,02250861;;;201;False
13368;;Achoc Nescau Light 400G;3,456571467;;;776;False
13059;7,891E+12;Achoc Nescau Trad 400G;49,07265556;;;345;False
6997;;Achoc Nesquik 380G;22,2447883;;;623;False
6998;;Achoc Ovomaltine 190G Flocos Croc;49,69482435;;;746;False
13042;7,891E+12;Achoc. Po Nescau 2.0 Actgen-E Sache 98G;39,00758346;;;940;False
7003;;Achoc Po Palate 400G Sc;13,37574829;;;835;False
12326;;Achoc Po Sache 200G Cesta Basica;30,42610442;;;590;False
7004;;Achoc Toddy 200G;8,179294973;;;496;False
7010;;Achoc Toddy 800G;69,51210152;;;3;False
13865;7,89808E+12;Achocolatado Em Po Italac 200G - Un;81,86123552;;;489;False
10706;7,89808E+12;Achocolatado Italac 400g Sachê;42,80157504;;;733;False
14308;7,89101E+12;Achocolatado em Pó Garoto Pacote 600g;1,124223004;;;295;False
15766;7,89808E+12;Achocolatado em Pó Italac 400g;5,671756727;;;196;False
14282;7,896E+12;Achocolatado em Pó Linea Pote 210g;1,945999662;;;676;False
14097;7,89607E+12;Achocolatado em Pó Muky Pacote 400g;45,15248248;;;513;False
15139;7,89432E+12;Achocolatado em Pó Original Toddy Caixa 2kg + Econômica;37,7168262;;;252;False
7009;7,89432E+12;Achocolatado em Pó Original Toddy Pote 400g;2,721138802;;;173;False
13236;7,89808E+12;Achocolatado em pó ITALAC 700g;9,289927357;;;300;False
13479;7,89859E+12;Acido Tubes Fini 17G Morango/ Laranja;77,21076208;;;606;False
14923;7,89859E+12;Acido Tubes Fini 17G Twister  Frut Silvestre;6,458949789;;;956;False
11633;;Activia Cafe Da Manha 170G Maca/Mamao/Sl;38,77999009;;;41;False
11634;;Activia Cafe Da Manha 170G Mora/Maca/Ban;13,50359135;;;251;False
5000;;Acucar Alto Alegre 1Kg;46,51319061;;;341;False
11157;7,89651E+12;Açúcar Cristal ALTO ALEGRE Pacote 2Kg;7,598480447;;;643;False
11158;7,89651E+12;Açúcar Cristal Alto Alegre 5kg;76,5815211;;;610;False
5002;;Acucar Dabarra 1Kg Ref;2,096368679;;;285;False
14234;7,89651E+12;Açúcar Demerara ALTO ALEGRE Pacote 1Kg;46,65224002;;;918;False
15485;7,89191E+12;Açúcar Demerara UNIAO 1Kg;26,32457566;;;275;False
10415;7,895E+12;Acucar Qualita 1Kg Refinado;18,92649499;;;95;False
5001;;Acucar Refinado 1Kg Cesta Basica;13,50083151;;;737;False
15167;7,89689E+12;Açúcar Refinado Caravelas Pacote 1kg;62,58776701;;;576;False
5007;7,89191E+12;Açúcar Refinado União 1Kg;38,48362985;;;773;False
5018;;Acucar Solito 1Kg Cristal;2,3294652;;;925;False
5006;;Acucar Solito 1Kg Extra Fino;5,417451601;;;53;False
5019;;Acucar Solito 2Kg Cristal;15,68689921;;;131;False
5020;;Acucar Solito 5Kg Cristal;19,83681379;;;0;False
5021;;Acucar Uniao 1Kg Cristal;23,60262148;;;477;False
5025;;Acucar Uniao 1Kg Docucar;9,094779077;;;281;False
13370;;Acucar Uniao 1Kg Refinado;11,2678322;;;855;False
5029;5029;Acucar Uniao 500G Light/Fit;12,12792757;;;488;False
5022;;Acucar Uniao 5Kg Cristalcucar;14,15658109;;;431;False
5030;;Acucar Yoki Mais Vita 1Kg Mascavo;78,16772843;;;832;False
12732;;Adaptador 2P Use Util Modelo Novo;19,62321477;;;561;False
13020;7,89677E+12;Adaptador Ch P/2P;4,025528279;;;770;False
12733;7,89677E+12;Adaptador Lr 3/4 Use Util;69,34366619;;;997;False
12734;;Adaptador Universal Use Util;19,17448766;;;309;False
15224;7,8912E+12;Adesivo Instantâneo Universal Original Loctite Super Bonder Blister 3g;13,36004093;;;666;False
12363;7,8912E+12;Adesivo Instantâneo Universal Power Flex Loctite Super Bonder Blister 2g;25,8310418;;;333;False
7126;;Adocante Adocyl 100Ml;10,97318003;;;540;False
7127;;Adocante Assugrim 100Ml;34,1950147;;;163;False
7130;;Adocante Linea 25Ml Zero Stevia;3,975965492;;;873;False
7131;;Adocante Linea 30G Stevia C/50Un;14,60934919;;;244;False
14284;7,896E+12;Adocante Linea 75Ml Sucralose;23,96895302;;;254;False
10637;7,896E+12;Adoçante Líquido Stevia Linea Caixa 60ml;21,47110749;;;59;False
13692;7,89609E+12;Adoçante Líquido Sucralose Adocyl Frasco 160ml;66,60460239;;;394;False
15327;7,896E+12;Adoçante Líquido Sucralose Linea Caixa 25ml;25,4593826;;;996;False
10587;7,896E+12;Adoçante Líquido Sucralose Linea Caixa 75ml;48,77346639;;;802;False
7132;;Adocante Zero Cal 100Ml;44,23614561;;;139;False
7135;;Adocante Zero Cal 200Ml;17,27470434;;;928;False
7136;;Adocante Zero Cal 40G Em Po;6,549538415;;;452;False
95;7,89896E+12;Agriao Un;1,847754962;;;942;False
15281;7,89823E+12;Agua Atibaia 500Ml;26,61102804;;;477;False
15333;7,89864E+12;Agua Bem Leve 1,5L Sem Gas;21,85541992;;;986;False
15335;7,89891E+12;Agua Bem Leve 510Ml Sem Gas;0,271534252;;;227;False
15334;7,89864E+12;Agua Bem Leve 5L;39,5965275;;;651;False
7552;7,89103E+12;Agua Bonafont 1,5L;8,454845949;;;323;False
7554;;Agua Bonafont 500Ml;37,70078218;;;336;False
13818;7,89864E+12;Agua Buona Vita 1,5L;12,35187724;;;534;False
13817;7,89864E+12;Agua Buona Vita 500Ml;4,634053882;;;966;False
12696;7,8949E+12;Água CRYSTAL Tangerina&Capim Limão 510ml;74,47729446;;;717;False
7924;7924;Agua Coco Ducoco 1L Tp;43,90396713;;;480;False
7558;;Agua Cristal 1,5;1,190916908;;;235;False
7545;;Agua Cristal 1,5L Com Gas;80,07858956;;;426;False
11562;7,8949E+12;Agua Cristal 300Ml Sem Gas;60,05612013;;;156;False
7546;;Agua Cristal 500Ml Com Gas;14,71685506;;;969;False
7559;7559;Agua Cristal 500Ml Sem Gas;30,37991601;;;761;False
7560;;Agua Cristal 5L Sem Gas;40,7025512;;;223;False
14979;7,8949E+12;Agua Crystal Saborizada Pet 510Ml Limao;28,11884175;;;598;False
7925;;Agua De Coco Ducoco 200Ml;76,94459144;;;992;False
7926;;Agua De Coco Kero Coco 1L;23,09872986;;;897;False
7928;;Agua De Coco Mais Coco 1L;48,55285575;;;597;False
10872;;Agua De Colonia Bebe Vida 100Ml;23,17938649;;;959;False
13676;7,89103E+12;Agua Gas Bonafont 500Ml Abacaxi C/ Hort;2,374465768;;;654;False
13678;7,89103E+12;Agua Gas Bonafont 500Ml Limao;17,37056267;;;751;False
14622;7,8981E+12;Agua Gas Viv 510Ml Framboesa;2,86075123;;;309;False
14624;7,8981E+12;Agua Gas Viv 510Ml Laranja;2,531110036;;;564;False
14625;7,8981E+12;Agua Gas Viv 510Ml Lima-Limao;3,473309856;;;989;False
14623;7,8981E+12;Agua Gas Viv 510Ml Maca Verde;47,38552601;;;711;False
7537;;Agua Min Qualita 5Lt;5,267869199;;;836;False
11897;7,89893E+12;Agua Mineral Acquissima Pera 310Ml;44,58955031;;;934;False
11903;7,89893E+12;Água Mineral Acquíssima Personnalité Garrafa 1,5L;34,86854049;;;305;False
11901;7,89893E+12;Água Mineral Acquíssima Sem Gás 500Ml;20,99236624;;;788;False
11900;7,89865E+12;Água Mineral Acquíssima  com Gás 500Ml;56,35845549;;;645;False
12399;7,89103E+12;Água Mineral BONAFONT Sport Garrafa 650ml;36,49279796;;;221;False
12402;7,89103E+12;Agua Mineral Bonafont 4,500Ml;2,467582706;;;510;False
14345;7,90803E+12;Agua Mineral Luxury 3L S/ Gas;16,85271846;;;355;False
15159;7,89633E+12;Agua Mineral Minalice 1500Ml;10,00972203;;;572;False
15157;7,89633E+12;Agua Mineral Minalice 500Ml;0,207534338;;;353;False
15158;7,89633E+12;Agua Mineral Minalice 5L;7,786855449;;;566;False
14508;7,89103E+12;Água Mineral Natural com Gás Bonafont Garrafa 500ml;73,14568099;;;697;False
14026;7,8974E+12;Água Mineral Natural com Gás Petra Garrafa 510ml;16,22095044;;;208;False
13206;7,89684E+12;Água Mineral Natural sem Gás Bioleve Galão 6l;44,77407195;;;350;False
15487;7,89839E+12;Água Mineral Natural sem Gás Frescca Galão 5l;8,159413834;;;557;False
15486;7,89839E+12;Água Mineral Natural sem Gás Frescca Garrafa 1,5l;42,42022414;;;161;False
15488;7,89839E+12;Água Mineral Natural sem Gás Frescca Garrafa 510ml;22,02330469;;;565;False
12980;7,89607E+12;Água Mineral Natural sem Gás Minalba Galão 5l;18,77400702;;;732;False
14022;7,8974E+12;Água Mineral Natural sem Gás Petra Garrafa 1,5l;45,61274818;;;161;False
14451;7,8974E+12;Água Mineral Natural sem Gás Petra Garrafa 510ml;33,39107144;;;974;False
7563;;Agua Nestle 1,5L Pureza Vital Sem Gaz;38,32216775;;;734;False
7564;;Agua Nestle 510Ml Pureza Vital Sem Gaz;36,7801663;;;124;False
9301;;Agua Oxig Farmax 90Ml 30V;2,507443093;;;36;False
9302;;Agua Oxig Farmax 90Ml 30Vl;41,52285271;;;425;False
9304;7,8969E+12;Agua Oxigenada FARMAX Cremosa 40 Volumes 90ml;45,17733167;;;460;False
9300;7,8969E+12;Agua Oxigenada Farmax 70Ml 20Vol;7,924003893;;;764;False
14023;7,8974E+12;Agua Petra 1,5L Com Gas;23,45438726;;;941;False
10088;7,895E+12;Agua Qualita 1,5L C/ Gas;43,23435587;;;88;False
10072;7,895E+12;Agua Qualita 1,5L S/ Gas;0,042549622;;;48;False
10074;7,895E+12;Agua Qualita 510Ml S/ Gas;23,3523139;;;161;False
15720;7,8949E+12;Água Saborizada com Gás Frutas Vermelhas Crystal Sabores Garrafa 510ml;2,779793871;;;797;False
11259;7,8949E+12;Água Saborizada com Gás Limão e Camomila Crystal Sparkling Lata 310ml;20,10656799;;;954;False
10403;;Agua San Bufalo 1L;11,21951918;;;855;False
10404;;Agua San Bufalo 2L-7895;76,19370559;;;56;False
10407;;Agua San Candida 1L;10,72799284;;;7;False
10408;;Agua San Candida 2L;7,441110506;;;672;False
10409;;Agua San Candida 5L;12,15191133;;;154;False
10411;;Agua San Daclor 2L;58,00701313;;;88;False
10412;10412;Agua San Kileve 1L;86,00251578;;;925;False
10413;;Agua San Kileve 2L;1,683869438;;;542;False
10414;;Agua San Kileve 5L;55,10161202;;;813;False
11932;7,895E+12;Agua San Qualita 1L;50,78770873;;;570;False
11935;7,895E+12;Agua San Qualita 2L;3,099942818;;;805;False
13373;;Agua San Sanol 1L;32,0687093;;;549;False
13374;;Agua San Sanol 2L;25,2342658;;;846;False
15206;7,89359E+12;Agua San Stilo 1L;47,78295003;;;519;False
15525;7,89359E+12;Agua San Stilo 2L;1,982603361;;;534;False
13218;7,89611E+12;Água Sanitária Candura Frasco 1l;1,044550987;;;866;False
13217;7,89611E+12;Água Sanitária Candura Frasco 2l;11,01540613;;;978;False
15047;7,89622E+12;Água Sanitaria DACLOR 1L;19,71400632;;;319;False
15128;7,8961E+12;Água Sanitária YPÊ 1L;11,21206833;;;187;False
7750;;Agua Tonica Antartica 350Ml;15,10773764;;;79;False
15426;7,89605E+12;Água Tônica FYs Lata 350ml;19,27231035;;;820;False
7752;;Agua Tonica Schweppes 350Ml;0,141150812;;;394;False
14375;7,8949E+12;Água Tônica Schweppes Club Soda Lata 350ml;1,017885286;;;229;False
12107;7,89892E+12;Água de Coco COCO ICE 900ml;38,9432583;;;89;False
11955;7,89683E+12;Água de Coco Esterilizada Kero Coco Caixa 330ml;3,942957402;;;419;False
7934;7,89432E+12;Água de Coco Esterilizada Kero Coco Kids Caixa 200ml;36,11298194;;;93;False
14222;7,896E+12;Água de Coco Esterilizada Mais Coco Caixa 200ml;37,12174642;;;182;False
14225;7,896E+12;Água de Coco Esterilizada Sococo Caixa 200ml;25,85205102;;;593;False
15002;7,8949E+12;Água de Coco Manga Del Valle Caixa 200ml;46,51591972;;;366;False
14223;7,896E+12;Água de Coco Maracujá Sococo Mais Caixa 200ml;12,3896356;;;633;False
11492;7,89897E+12;Água de Coco Pasteurizada Coco Like Garrafa 280ml;18,20945471;;;887;False
15444;7,89897E+12;Água de Coco Pasteurizada Coco Like Garrafa 900ml;7,702926036;;;345;False
14224;7,896E+12;Água de Coco Tangerina Sococo Mais Caixa 200ml;18,76414715;;;795;False
12106;7,89892E+12;Água de Coco Verde Coco Ice 290ml;16,8398154;;;371;False
7475;;Aguard 51 Lata 350Ml;37,74996762;;;214;False
7534;;Aguard Corote 500Ml;0,709248538;;;555;False
7477;;Aguard Dobarril 500Ml;6,400094901;;;903;False
7478;;Aguard Pedra 90 500Ml Adocada;28,65692626;;;306;False
13801;7,89627E+12;Aguard Pirassununga 21 900Ml;29,18538606;;;800;False
7480;;Aguard Pirassununga 51 965Ml;82,91292258;;;509;False
7481;7481;Aguard Pitu 965Ml;8,737772484;;;417;False
7482;;Aguard Sao Francisco 970Ml;81,43797833;;;595;False
7483;;Aguard Velho Barreiro 600Ml;11,03133738;;;632;False
7484;;Aguard Velho Barreiro 910Ml;3,365609739;;;333;False
7494;;Aguard Velho Barreiro 910Ml Amarelo;3,704650447;;;366;False
7486;;Aguard Velho Barreiro 910Ml Limao;12,4373331;;;697;False
7487;;Aguard Villa Velha 600Ml C/Vasilhame;8,915903376;;;203;False
7488;7,89627E+12;Aguard Villa Velha 965Ml;49,71980439;;;281;False
13219;7,89711E+12;Aguardente CANINHA DA ROÇA 600ml;32,55660058;;;473;False
13179;7,89891E+12;Aguardente Corote Cana Boa 470Ml;54,58007674;;;880;False
14403;7,89627E+12;Aguardente Corote Nacional Limão Garrafa 500ml;72,10994889;;;328;False
7490;;Aguardente Pitu 350Ml;22,17809134;;;489;False
15288;7,89661E+12;Aguardente de Cana Adoçada Pitú Garrafa 600ml;36,16423767;;;310;False
14272;7,89661E+12;Aguardente de Cana Adoçada Pitú Lata 473ml;22,28441502;;;994;False
7391;7,89638E+12;Aguardente de Cana Prata Ypióca Garrafa 965ml;37,05516506;;;167;False
11681;7,89638E+12;Aguardente de Cana Prata Ypióca Garrafa 965ml;57,13509529;;;232;False
13184;;Aguarras Bufalo 500Ml;46,30743541;;;844;False
12824;;Agulha P/ Fogao 2Un;13,32132523;;;628;False
12825;;Agulheiro Cesta Use Util 19Un;26,21949611;;;577;False
5468;;Aji Sal 100G Frasco;15,06641177;;;67;False
5469;;Aji Sal 250 Sache;5,661269744;;;134;False
5470;5470;Aji Sal 500G Churrasco;18,14628221;;;197;False
5471;;Ajinomoto 100G Pote;1,662012052;;;929;False
9;;Alcatra Kg;10,61511483;;;254;False
10;;Alcatra Peca;48,93704907;;;817;False
15215;7,89609E+12;Álcool 46º Zumbi 1l;0,817188476;;;445;False
10329;;Alcool Acendedor Tupi 425G Gel;69,01412871;;;319;False
10330;;Alcool Acendedor Zulu 500G;52,37575413;;;457;False
15244;7,89967E+12;Alcool Aerosol Super Dom 400Ml 70%;86,43067627;;;281;False
15474;7,89865E+12;Alcool Bacterecida 500Ml 46,2°;19,47947787;;;469;False
10334;;Alcool Coperalcool 1L 46,2°;22,03539902;;;96;False
10335;;Alcool Coperalcool 1L Eucalipto 46°;3,971596132;;;810;False
10336;;Alcool Coperalcool 500Ml 46°;3,36906276;;;31;False
10337;10337;Alcool Coperalcool 500Ml Eucalipto;6,453451284;;;898;False
15235;7,89864E+12;Alcool Em Gel New Beauty 500Ml 70*;47,64401342;;;219;False
15220;7,8969E+12;Álcool Farmax 100Ml 70°Inpm Gel;4,421445199;;;491;False
10778;7,89753E+12;Álcool Gel ASSEPTGEL 70% 420g;7,976502358;;;411;False
15253;7,89894E+12;Álcool Gel Safra 500ml 70Inpm Bactericida;51,00424832;;;374;False
15216;7,89609E+12;Alcool Liq Zulu 1L 70Inpm;3,290973337;;;94;False
11867;7,895E+12;Alcool Qualita 1L 46°;7,612009318;;;286;False
15217;7,89891E+12;Álcool TUPI Tradicional 46,2º Líquido 1L;87,17953463;;;149;False
10345;;Alcool Tupi 500G Em Gel 46,2;15,38522939;;;836;False
10346;;Alcool Tupi 500Ml 46,2°;31,2832632;;;218;False
15170;7,89609E+12;Álcool em Gel 70º INPM Clássico Coperalcool Bacfree Squeeze 500g;4,043569353;;;798;False
15210;7,89857E+12;Álcool em Gel 70º INPM Myhealth Squeeze 50g;1,116027319;;;268;False
10031;7,89896E+12;Alecrim;19,1544386;;;826;False
14395;7,89894E+12;Alecrim Semeador 20G;56,34380579;;;148;False
5311;;Alecrin Cordeiro 10G;7,082175298;;;701;False
65;7,89896E+12;Alface Americana Un;68,79878382;;;557;False
329;;Alface Crespa Hidroponica Un;4,8736984;;;105;False
63;7,89896E+12;Alface Crespa Un;31,26484762;;;935;False
64;7,89896E+12;Alface Lisa Un;12,61982197;;;970;False
12277;7,89896E+12;Alface Mimosa Un;2,279609184;;;420;False
12276;7,89896E+12;Alface Mix Un;64,96747663;;;137;False
208;208;Alface Roxa Un;31,33873851;;;752;False
12299;7,89896E+12;Alface Trio Un;24,60510466;;;516;False
9268;;Algodao Apolo 25G Caixa;54,15220556;;;612;False
9270;9270;Algodao Apolo 50G Bolas Brancas;1,263768994;;;446;False
9272;;Algodao Apolo 50G Caixa;2,852491776;;;387;False
13377;;Algodao  Dr Fraldinha 50G Bola;10,39566204;;;898;False
9279;;Algodao York 25G;24,9771991;;;178;False
10437;7,89624E+12;Algodão em Rolo York Caixa 25g;33,95549371;;;614;False
11;;Alho Agranel;5,431266768;;;329;False
14335;7,89894E+12;Alho Cebola E Salsa Semeador 30G;80,95911815;;;927;False
9043;;Alho Cordeiro 100G;76,59233921;;;896;False
9044;;Alho Cordeiro 200G;29,28258914;;;299;False
5443;;Alho Frito Cordeiro 30G S/ Sal;54,94097083;;;712;False
13378;;Alho Kitano 30G Granulado;77,28996827;;;930;False
362;7,89823E+12;Alho Pct 1Kg;21,03965582;;;376;False
10919;7,89148E+12;Alho Picado 200G Cheiro Ervas;27,32044559;;;135;False
10920;7,89148E+12;Alho Picado 400G Cheiro Ervas;34,34852049;;;793;False
